Date,Date/Time,Ride,Zone,Wait Time,Visitor Count
2024-09-15,10,Sesame Street Spaghetti Space Chase,New York,33.63636363636363,923
2024-09-15,10,Shrek 4-D Adventure,Far Far Away,20.0,232
2024-09-15,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,34.09090909090909,1249
2024-09-15,10,Treasure Hunters,Ancient Egypt,9.090909090909092,8
2024-09-15,11,Battlestar Galactica: CYLON,Sci-Fi City,34.54545454545455,1896
2024-09-15,11,Battlestar Galactica: HUMAN,Sci-Fi City,34.09090909090909,1825
2024-09-15,11,Canopy Flyer,The Lost World,26.363636363636363,170
2024-09-15,11,Dino-Soarin,The Lost World,5.909090909090909,13
2024-09-15,11,Enchanted Airways,Far Far Away,5.0,124
2024-09-15,11,Jurassic Park Rapids Adventure,The Lost World,6.5,17
2024-09-15,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,138
2024-09-15,11,Magic Potion Spin,Far Far Away,5.0,56
2024-09-15,11,Puss In Boots’ Giant Journey,Far Far Away,8.636363636363637,89
2024-09-15,11,Revenge of the Mummy,Ancient Egypt,17.727272727272727,414
2024-09-15,11,Sesame Street Spaghetti Space Chase,New York,60.0,1025
2024-09-15,11,Shrek 4-D Adventure,Far Far Away,20.0,309
2024-09-15,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,58.18181818181818,1045
2024-09-15,11,Treasure Hunters,Ancient Egypt,39.54545454545455,515
2024-09-15,12,Battlestar Galactica: CYLON,Sci-Fi City,90.0,2997
2024-09-15,12,Battlestar Galactica: HUMAN,Sci-Fi City,24.0,183
2024-09-15,12,Canopy Flyer,The Lost World,45.0,620
2024-09-15,12,Dino-Soarin,The Lost World,9.166666666666666,39
2024-09-15,12,Enchanted Airways,Far Far Away,5.0,72
2024-09-15,12,Jurassic Park Rapids Adventure,The Lost World,20.0,145
2024-09-15,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,160
2024-09-15,12,Magic Potion Spin,Far Far Away,5.0,12
2024-09-15,12,Puss In Boots’ Giant Journey,Far Far Away,8.333333333333334,76
2024-09-15,12,Revenge of the Mummy,Ancient Egypt,40.0,976
2024-09-15,12,Sesame Street Spaghetti Space Chase,New York,35.416666666666664,574
2024-09-15,12,Shrek 4-D Adventure,Far Far Away,20.0,670
2024-09-15,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,47.77777777777778,1840
2024-09-15,12,Treasure Hunters,Ancient Egypt,54.0,872
2024-09-15,13,Battlestar Galactica: CYLON,Sci-Fi City,90.0,3615
2024-09-15,13,Battlestar Galactica: HUMAN,Sci-Fi City,4.5,108
2024-09-15,13,Canopy Flyer,The Lost World,53.0,770
2024-09-15,13,Dino-Soarin,The Lost World,13.333333333333334,466
2024-09-15,13,Enchanted Airways,Far Far Away,11.0,240
2024-09-15,13,Jurassic Park Rapids Adventure,The Lost World,67.0,2612
2024-09-15,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,171
2024-09-15,13,Magic Potion Spin,Far Far Away,9.0,53
2024-09-15,13,Puss In Boots’ Giant Journey,Far Far Away,40.5,759
2024-09-15,13,Revenge of the Mummy,Ancient Egypt,60.0,1089
2024-09-15,13,Sesame Street Spaghetti Space Chase,New York,28.0,329
2024-09-15,13,Shrek 4-D Adventure,Far Far Away,20.0,535
2024-09-15,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,48.0,1308
2024-09-15,13,Treasure Hunters,Ancient Egypt,54.0,656
2024-09-15,14,Battlestar Galactica: CYLON,Sci-Fi City,85.0,4315
2024-09-15,14,Battlestar Galactica: HUMAN,Sci-Fi City,38.75,1671
2024-09-15,14,Canopy Flyer,The Lost World,49.583333333333336,951
2024-09-15,14,Dino-Soarin,The Lost World,25.0,193
2024-09-15,14,Enchanted Airways,Far Far Away,25.416666666666668,469
2024-09-15,14,Jurassic Park Rapids Adventure,The Lost World,67.5,2446
2024-09-15,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,292
2024-09-15,14,Magic Potion Spin,Far Far Away,11.666666666666666,240
2024-09-15,14,Puss In Boots’ Giant Journey,Far Far Away,34.166666666666664,915
2024-09-15,14,Revenge of the Mummy,Ancient Egypt,46.666666666666664,2130
2024-09-15,14,Sesame Street Spaghetti Space Chase,New York,6.25,35
2024-09-15,14,Shrek 4-D Adventure,Far Far Away,20.0,564
2024-09-15,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,11.666666666666666,718
2024-09-15,14,Treasure Hunters,Ancient Egypt,57.5,959
2024-09-15,15,Battlestar Galactica: CYLON,Sci-Fi City,30.0,643
2024-09-15,15,Battlestar Galactica: HUMAN,Sci-Fi City,60.0,1057
2024-09-15,15,Canopy Flyer,The Lost World,50.833333333333336,657
2024-09-15,15,Dino-Soarin,The Lost World,40.0,944
2024-09-15,15,Enchanted Airways,Far Far Away,23.333333333333332,291
2024-09-15,15,Jurassic Park Rapids Adventure,The Lost World,80.0,2897
2024-09-15,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,467
2024-09-15,15,Magic Potion Spin,Far Far Away,10.0,25
2024-09-15,15,Puss In Boots’ Giant Journey,Far Far Away,61.666666666666664,2965
2024-09-15,15,Revenge of the Mummy,Ancient Egypt,24.166666666666668,322
2024-09-15,15,Sesame Street Spaghetti Space Chase,New York,7.5,32
2024-09-15,15,Shrek 4-D Adventure,Far Far Away,20.0,481
2024-09-15,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,7.083333333333333,133
2024-09-15,15,Treasure Hunters,Ancient Egypt,45.0,472
2024-09-15,16,Battlestar Galactica: CYLON,Sci-Fi City,80.0,3927
2024-09-15,16,Battlestar Galactica: HUMAN,Sci-Fi City,41.81818181818182,1032
2024-09-15,16,Canopy Flyer,The Lost World,39.09090909090909,430
2024-09-15,16,Dino-Soarin,The Lost World,30.0,304
2024-09-15,16,Enchanted Airways,Far Far Away,25.0,201
2024-09-15,16,Jurassic Park Rapids Adventure,The Lost World,85.45454545454545,2163
2024-09-15,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,270
2024-09-15,16,Magic Potion Spin,Far Far Away,10.0,21
2024-09-15,16,Puss In Boots’ Giant Journey,Far Far Away,39.09090909090909,1130
2024-09-15,16,Revenge of the Mummy,Ancient Egypt,12.272727272727273,582
2024-09-15,16,Sesame Street Spaghetti Space Chase,New York,5.0,37
2024-09-15,16,Shrek 4-D Adventure,Far Far Away,20.0,508
2024-09-15,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,132
2024-09-15,16,Treasure Hunters,Ancient Egypt,44.09090909090909,980
2024-09-15,17,Battlestar Galactica: CYLON,Sci-Fi City,34.54545454545455,2217
2024-09-15,17,Battlestar Galactica: HUMAN,Sci-Fi City,32.72727272727273,2202
2024-09-15,17,Canopy Flyer,The Lost World,33.63636363636363,846
2024-09-15,17,Dino-Soarin,The Lost World,13.181818181818182,323
2024-09-15,17,Enchanted Airways,Far Far Away,21.363636363636363,709
2024-09-15,17,Jurassic Park Rapids Adventure,The Lost World,64.54545454545455,2187
2024-09-15,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,128
2024-09-15,17,Magic Potion Spin,Far Far Away,10.0,13
2024-09-15,17,Puss In Boots’ Giant Journey,Far Far Away,26.363636363636363,264
2024-09-15,17,Revenge of the Mummy,Ancient Egypt,5.0,87
2024-09-15,17,Sesame Street Spaghetti Space Chase,New York,5.0,18
2024-09-15,17,Shrek 4-D Adventure,Far Far Away,20.0,175
2024-09-15,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,46
2024-09-15,17,Treasure Hunters,Ancient Egypt,35.0,449
2024-09-15,18,Battlestar Galactica: CYLON,Sci-Fi City,0.0,36
2024-09-15,18,Battlestar Galactica: HUMAN,Sci-Fi City,0.0,34
2024-09-15,18,Canopy Flyer,The Lost World,0.0,33
2024-09-15,18,Dino-Soarin,The Lost World,0.0,57
2024-09-15,18,Enchanted Airways,Far Far Away,0.0,115
2024-09-15,18,Jurassic Park Rapids Adventure,The Lost World,0.0,25
2024-09-15,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0.0,67
2024-09-15,18,Magic Potion Spin,Far Far Away,0.0,65
2024-09-15,18,Puss In Boots’ Giant Journey,Far Far Away,0.0,55
2024-09-15,18,Revenge of the Mummy,Ancient Egypt,0.0,135
2024-09-15,18,Sesame Street Spaghetti Space Chase,New York,0.0,46
2024-09-15,18,Shrek 4-D Adventure,Far Far Away,0.0,136
2024-09-15,18,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0.0,63
2024-09-15,18,Treasure Hunters,Ancient Egypt,0.0,15
2024-09-15,19,Battlestar Galactica: CYLON,Sci-Fi City,0.0,76
2024-09-15,19,Battlestar Galactica: HUMAN,Sci-Fi City,0.0,120
2024-09-15,19,Canopy Flyer,The Lost World,0.0,35
2024-09-15,19,Dino-Soarin,The Lost World,0.0,45
2024-09-15,19,Enchanted Airways,Far Far Away,0.0,117
2024-09-15,19,Jurassic Park Rapids Adventure,The Lost World,0.0,61
2024-09-15,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0.0,21
2024-09-15,19,Magic Potion Spin,Far Far Away,0.0,26
2024-09-15,19,Puss In Boots’ Giant Journey,Far Far Away,0.0,49
2024-09-15,19,Revenge of the Mummy,Ancient Egypt,0.0,118
2024-09-15,19,Sesame Street Spaghetti Space Chase,New York,0.0,7
2024-09-15,19,Shrek 4-D Adventure,Far Far Away,0.0,91
2024-09-15,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0.0,100
2024-09-15,19,Treasure Hunters,Ancient Egypt,0.0,35
2024-09-16,10,Battlestar Galactica: CYLON,Sci-Fi City,23.333333333333332,265
2024-09-16,10,Battlestar Galactica: HUMAN,Sci-Fi City,15.416666666666666,207
2024-09-16,10,Canopy Flyer,The Lost World,5.833333333333333,13
2024-09-16,10,Dino-Soarin,The Lost World,5.0,98
2024-09-16,10,Enchanted Airways,Far Far Away,5.0,55
2024-09-16,10,Jurassic Park Rapids Adventure,The Lost World,5.0,98
2024-09-16,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,23.75,153
2024-09-16,10,Magic Potion Spin,Far Far Away,5.0,68
2024-09-16,10,Puss In Boots’ Giant Journey,Far Far Away,3.5714285714285716,23
2024-09-16,10,Revenge of the Mummy,Ancient Egypt,9.166666666666666,18
2024-09-16,10,Shrek 4-D Adventure,Far Far Away,20.0,325
2024-09-16,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,36.25,1845
2024-09-16,10,Treasure Hunters,Ancient Egypt,16.666666666666668,83
2024-09-16,11,Battlestar Galactica: CYLON,Sci-Fi City,84.16666666666667,3840
2024-09-16,11,Battlestar Galactica: HUMAN,Sci-Fi City,63.333333333333336,2895
2024-09-16,11,Canopy Flyer,The Lost World,28.75,204
2024-09-16,11,Dino-Soarin,The Lost World,15.0,188
2024-09-16,11,Enchanted Airways,Far Far Away,6.666666666666667,88
2024-09-16,11,Jurassic Park Rapids Adventure,The Lost World,40.0,1147
2024-09-16,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,42.916666666666664,1413
2024-09-16,11,Magic Potion Spin,Far Far Away,13.333333333333334,251
2024-09-16,11,Puss In Boots’ Giant Journey,Far Far Away,16.363636363636363,225
2024-09-16,11,Revenge of the Mummy,Ancient Egypt,30.0,684
2024-09-16,11,Shrek 4-D Adventure,Far Far Away,20.0,219
2024-09-16,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,75.0,3964
2024-09-16,11,Treasure Hunters,Ancient Egypt,48.75,865
2024-09-16,12,Battlestar Galactica: CYLON,Sci-Fi City,90.0,3877
2024-09-16,12,Battlestar Galactica: HUMAN,Sci-Fi City,80.0,3571
2024-09-16,12,Canopy Flyer,The Lost World,49.54545454545455,926
2024-09-16,12,Dino-Soarin,The Lost World,28.636363636363637,424
2024-09-16,12,Enchanted Airways,Far Far Away,15.454545454545455,627
2024-09-16,12,Jurassic Park Rapids Adventure,The Lost World,71.81818181818181,1903
2024-09-16,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,23.181818181818183,125
2024-09-16,12,Magic Potion Spin,Far Far Away,5.0,39
2024-09-16,12,Puss In Boots’ Giant Journey,Far Far Away,30.90909090909091,987
2024-09-16,12,Revenge of the Mummy,Ancient Egypt,76.36363636363636,2854
2024-09-16,12,Shrek 4-D Adventure,Far Far Away,20.0,406
2024-09-16,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,37.5,1578
2024-09-16,12,Treasure Hunters,Ancient Egypt,58.18181818181818,524
2024-09-16,13,Battlestar Galactica: CYLON,Sci-Fi City,80.9090909090909,2296
2024-09-16,13,Battlestar Galactica: HUMAN,Sci-Fi City,70.9090909090909,2424
2024-09-16,13,Canopy Flyer,The Lost World,59.09090909090909,928
2024-09-16,13,Dino-Soarin,The Lost World,45.0,1465
2024-09-16,13,Enchanted Airways,Far Far Away,35.0,1980
2024-09-16,13,Jurassic Park Rapids Adventure,The Lost World,96.36363636363636,2581
2024-09-16,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,27.272727272727273,239
2024-09-16,13,Magic Potion Spin,Far Far Away,15.909090909090908,317
2024-09-16,13,Puss In Boots’ Giant Journey,Far Far Away,72.72727272727273,1760
2024-09-16,13,Revenge of the Mummy,Ancient Egypt,111.81818181818181,3267
2024-09-16,13,Shrek 4-D Adventure,Far Far Away,20.0,726
2024-09-16,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,51.111111111111114,1668
2024-09-16,13,Treasure Hunters,Ancient Egypt,60.0,960
2024-09-16,14,Battlestar Galactica: CYLON,Sci-Fi City,70.0,3846
2024-09-16,14,Battlestar Galactica: HUMAN,Sci-Fi City,60.0,2127
2024-09-16,14,Canopy Flyer,The Lost World,51.25,434
2024-09-16,14,Dino-Soarin,The Lost World,45.0,919
2024-09-16,14,Enchanted Airways,Far Far Away,29.583333333333332,460
2024-09-16,14,Jurassic Park Rapids Adventure,The Lost World,120.0,2015
2024-09-16,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,184
2024-09-16,14,Magic Potion Spin,Far Far Away,20.0,315
2024-09-16,14,Puss In Boots’ Giant Journey,Far Far Away,53.333333333333336,1332
2024-09-16,14,Revenge of the Mummy,Ancient Egypt,86.66666666666667,3829
2024-09-16,14,Shrek 4-D Adventure,Far Far Away,25.0,196
2024-09-16,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,80.0,3967
2024-09-16,14,Treasure Hunters,Ancient Egypt,60.0,835
2024-09-16,15,Battlestar Galactica: CYLON,Sci-Fi City,80.0,2916
2024-09-16,15,Battlestar Galactica: HUMAN,Sci-Fi City,35.0,1891
2024-09-16,15,Canopy Flyer,The Lost World,57.083333333333336,839
2024-09-16,15,Dino-Soarin,The Lost World,45.0,1479
2024-09-16,15,Enchanted Airways,Far Far Away,31.666666666666668,1656
2024-09-16,15,Jurassic Park Rapids Adventure,The Lost World,108.33333333333333,1782
2024-09-16,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,318
2024-09-16,15,Magic Potion Spin,Far Far Away,20.0,275
2024-09-16,15,Puss In Boots’ Giant Journey,Far Far Away,80.0,2336
2024-09-16,15,Revenge of the Mummy,Ancient Egypt,75.83333333333333,2619
2024-09-16,15,Shrek 4-D Adventure,Far Far Away,20.0,558
2024-09-16,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,43.333333333333336,987
2024-09-16,15,Treasure Hunters,Ancient Egypt,60.0,482
2024-09-16,16,Battlestar Galactica: CYLON,Sci-Fi City,80.0,4440
2024-09-16,16,Battlestar Galactica: HUMAN,Sci-Fi City,63.333333333333336,3384
2024-09-16,16,Canopy Flyer,The Lost World,45.833333333333336,435
2024-09-16,16,Dino-Soarin,The Lost World,40.0,1055
2024-09-16,16,Enchanted Airways,Far Far Away,25.833333333333332,432
2024-09-16,16,Jurassic Park Rapids Adventure,The Lost World,115.0,2170
2024-09-16,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,276
2024-09-16,16,Magic Potion Spin,Far Far Away,20.0,296
2024-09-16,16,Puss In Boots’ Giant Journey,Far Far Away,68.33333333333333,1618
2024-09-16,16,Revenge of the Mummy,Ancient Egypt,65.0,3630
2024-09-16,16,Shrek 4-D Adventure,Far Far Away,20.0,570
2024-09-16,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,40.0,1363
2024-09-16,16,Treasure Hunters,Ancient Egypt,45.0,369
2024-09-16,17,Battlestar Galactica: CYLON,Sci-Fi City,60.0,864
2024-09-16,17,Battlestar Galactica: HUMAN,Sci-Fi City,3.1818181818181817,126
2024-09-16,17,Canopy Flyer,The Lost World,42.27272727272727,378
2024-09-16,17,Dino-Soarin,The Lost World,23.181818181818183,455
2024-09-16,17,Enchanted Airways,Far Far Away,17.272727272727273,591
2024-09-16,17,Jurassic Park Rapids Adventure,The Lost World,90.0,1913
2024-09-16,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,360
2024-09-16,17,Magic Potion Spin,Far Far Away,9.545454545454545,53
2024-09-16,17,Puss In Boots’ Giant Journey,Far Far Away,60.0,731
2024-09-16,17,Revenge of the Mummy,Ancient Egypt,22.272727272727273,585
2024-09-16,17,Shrek 4-D Adventure,Far Far Away,20.0,735
2024-09-16,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,21.818181818181817,205
2024-09-16,17,Treasure Hunters,Ancient Egypt,42.27272727272727,898
2024-09-16,18,Battlestar Galactica: CYLON,Sci-Fi City,0.0,103
2024-09-16,18,Battlestar Galactica: HUMAN,Sci-Fi City,0.0,96
2024-09-16,18,Canopy Flyer,The Lost World,0.0,51
2024-09-16,18,Dino-Soarin,The Lost World,0.0,26
2024-09-16,18,Enchanted Airways,Far Far Away,0.0,123
2024-09-16,18,Jurassic Park Rapids Adventure,The Lost World,0.0,51
2024-09-16,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0.0,86
2024-09-16,18,Magic Potion Spin,Far Far Away,0.0,57
2024-09-16,18,Puss In Boots’ Giant Journey,Far Far Away,0.0,71
2024-09-16,18,Revenge of the Mummy,Ancient Egypt,0.0,109
2024-09-16,18,Shrek 4-D Adventure,Far Far Away,0.0,97
2024-09-16,18,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0.0,63
2024-09-16,18,Treasure Hunters,Ancient Egypt,0.0,24
2024-09-16,19,Battlestar Galactica: CYLON,Sci-Fi City,0.0,64
2024-09-16,19,Battlestar Galactica: HUMAN,Sci-Fi City,0.0,84
2024-09-16,19,Canopy Flyer,The Lost World,0.0,49
2024-09-16,19,Dino-Soarin,The Lost World,0.0,35
2024-09-16,19,Enchanted Airways,Far Far Away,0.0,66
2024-09-16,19,Jurassic Park Rapids Adventure,The Lost World,0.0,59
2024-09-16,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0.0,14
2024-09-16,19,Magic Potion Spin,Far Far Away,0.0,56
2024-09-16,19,Puss In Boots’ Giant Journey,Far Far Away,0.0,10
2024-09-16,19,Revenge of the Mummy,Ancient Egypt,0.0,142
2024-09-16,19,Shrek 4-D Adventure,Far Far Away,0.0,106
2024-09-16,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0.0,91
2024-09-16,19,Treasure Hunters,Ancient Egypt,0.0,46
2024-09-17,10,Battlestar Galactica: CYLON,Sci-Fi City,12.5,700
2024-09-17,10,Battlestar Galactica: HUMAN,Sci-Fi City,16.666666666666668,528
2024-09-17,10,Canopy Flyer,The Lost World,5.0,14
2024-09-17,10,Dino-Soarin,The Lost World,5.0,89
2024-09-17,10,Enchanted Airways,Far Far Away,5.0,130
2024-09-17,10,Jurassic Park Rapids Adventure,The Lost World,4.583333333333333,35
2024-09-17,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,327
2024-09-17,10,Magic Potion Spin,Far Far Away,5.0,15
2024-09-17,10,Puss In Boots’ Giant Journey,Far Far Away,5.0,10
2024-09-17,10,Revenge of the Mummy,Ancient Egypt,5.0,30
2024-09-17,10,Shrek 4-D Adventure,Far Far Away,20.0,220
2024-09-17,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,29.166666666666668,582
2024-09-17,10,Treasure Hunters,Ancient Egypt,11.666666666666666,197
2024-09-17,11,Battlestar Galactica: CYLON,Sci-Fi City,51.666666666666664,888
2024-09-17,11,Battlestar Galactica: HUMAN,Sci-Fi City,55.0,1324
2024-09-17,11,Canopy Flyer,The Lost World,26.666666666666668,142
2024-09-17,11,Dino-Soarin,The Lost World,10.0,70
2024-09-17,11,Enchanted Airways,Far Far Away,5.0,141
2024-09-17,11,Jurassic Park Rapids Adventure,The Lost World,17.5,346
2024-09-17,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,256
2024-09-17,11,Magic Potion Spin,Far Far Away,5.0,14
2024-09-17,11,Puss In Boots’ Giant Journey,Far Far Away,8.75,90
2024-09-17,11,Revenge of the Mummy,Ancient Egypt,15.0,250
2024-09-17,11,Shrek 4-D Adventure,Far Far Away,20.0,333
2024-09-17,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,60.0,1732
2024-09-17,11,Treasure Hunters,Ancient Egypt,43.75,585
2024-09-17,12,Battlestar Galactica: CYLON,Sci-Fi City,40.0,1110
2024-09-17,12,Battlestar Galactica: HUMAN,Sci-Fi City,35.0,1465
2024-09-17,12,Canopy Flyer,The Lost World,38.333333333333336,758
2024-09-17,12,Dino-Soarin,The Lost World,35.833333333333336,1342
2024-09-17,12,Enchanted Airways,Far Far Away,7.5,112
2024-09-17,12,Jurassic Park Rapids Adventure,The Lost World,40.0,888
2024-09-17,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,155
2024-09-17,12,Magic Potion Spin,Far Far Away,14.166666666666666,84
2024-09-17,12,Puss In Boots’ Giant Journey,Far Far Away,25.0,418
2024-09-17,12,Revenge of the Mummy,Ancient Egypt,31.666666666666668,1672
2024-09-17,12,Shrek 4-D Adventure,Far Far Away,20.0,193
2024-09-17,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,55.0,1803
2024-09-17,12,Treasure Hunters,Ancient Egypt,56.666666666666664,1024
2024-09-17,13,Battlestar Galactica: CYLON,Sci-Fi City,70.0,3169
2024-09-17,13,Battlestar Galactica: HUMAN,Sci-Fi City,32.0,1419
2024-09-17,13,Canopy Flyer,The Lost World,45.0,443
2024-09-17,13,Dino-Soarin,The Lost World,44.0,1080
2024-09-17,13,Enchanted Airways,Far Far Away,10.0,90
2024-09-17,13,Jurassic Park Rapids Adventure,The Lost World,41.0,606
2024-09-17,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,406
2024-09-17,13,Magic Potion Spin,Far Far Away,18.0,183
2024-09-17,13,Puss In Boots’ Giant Journey,Far Far Away,36.0,1125
2024-09-17,13,Revenge of the Mummy,Ancient Egypt,40.0,901
2024-09-17,13,Shrek 4-D Adventure,Far Far Away,20.0,406
2024-09-17,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,20.0,502
2024-09-17,13,Treasure Hunters,Ancient Egypt,60.0,439
2024-09-17,14,Battlestar Galactica: CYLON,Sci-Fi City,27.5,181
2024-09-17,14,Battlestar Galactica: HUMAN,Sci-Fi City,20.0,565
2024-09-17,14,Canopy Flyer,The Lost World,35.5,765
2024-09-17,14,Dino-Soarin,The Lost World,35.0,1111
2024-09-17,14,Enchanted Airways,Far Far Away,18.5,535
2024-09-17,14,Jurassic Park Rapids Adventure,The Lost World,38.0,1499
2024-09-17,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,451
2024-09-17,14,Magic Potion Spin,Far Far Away,20.0,189
2024-09-17,14,Puss In Boots’ Giant Journey,Far Far Away,20.0,157
2024-09-17,14,Revenge of the Mummy,Ancient Egypt,41.0,1909
2024-09-17,14,Shrek 4-D Adventure,Far Far Away,20.0,672
2024-09-17,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,9.5,48
2024-09-17,14,Treasure Hunters,Ancient Egypt,54.0,1012
2024-09-17,15,Battlestar Galactica: CYLON,Sci-Fi City,30.90909090909091,954
2024-09-17,15,Battlestar Galactica: HUMAN,Sci-Fi City,6.363636363636363,82
2024-09-17,15,Canopy Flyer,The Lost World,50.0,356
2024-09-17,15,Dino-Soarin,The Lost World,30.454545454545453,1082
2024-09-17,15,Enchanted Airways,Far Far Away,21.363636363636363,568
2024-09-17,15,Jurassic Park Rapids Adventure,The Lost World,24.545454545454547,342
2024-09-17,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,196
2024-09-17,15,Magic Potion Spin,Far Far Away,10.909090909090908,296
2024-09-17,15,Puss In Boots’ Giant Journey,Far Far Away,49.09090909090909,1009
2024-09-17,15,Revenge of the Mummy,Ancient Egypt,24.09090909090909,669
2024-09-17,15,Shrek 4-D Adventure,Far Far Away,20.0,291
2024-09-17,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,139
2024-09-17,15,Treasure Hunters,Ancient Egypt,50.0,526
2024-09-17,16,Battlestar Galactica: CYLON,Sci-Fi City,24.09090909090909,232
2024-09-17,16,Battlestar Galactica: HUMAN,Sci-Fi City,8.636363636363637,132
2024-09-17,16,Canopy Flyer,The Lost World,50.0,471
2024-09-17,16,Dino-Soarin,The Lost World,33.18181818181818,583
2024-09-17,16,Enchanted Airways,Far Far Away,17.272727272727273,193
2024-09-17,16,Jurassic Park Rapids Adventure,The Lost World,10.0,72
2024-09-17,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,433
2024-09-17,16,Magic Potion Spin,Far Far Away,10.0,48
2024-09-17,16,Puss In Boots’ Giant Journey,Far Far Away,43.63636363636363,1097
2024-09-17,16,Revenge of the Mummy,Ancient Egypt,5.0,51
2024-09-17,16,Shrek 4-D Adventure,Far Far Away,20.0,741
2024-09-17,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,73
2024-09-17,16,Treasure Hunters,Ancient Egypt,37.27272727272727,371
2024-09-17,17,Battlestar Galactica: CYLON,Sci-Fi City,40.0,1603
2024-09-17,17,Battlestar Galactica: HUMAN,Sci-Fi City,11.666666666666666,372
2024-09-17,17,Canopy Flyer,The Lost World,30.0,303
2024-09-17,17,Dino-Soarin,The Lost World,7.083333333333333,73
2024-09-17,17,Enchanted Airways,Far Far Away,19.166666666666668,523
2024-09-17,17,Jurassic Park Rapids Adventure,The Lost World,2.5,74
2024-09-17,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,225
2024-09-17,17,Magic Potion Spin,Far Far Away,10.0,14
2024-09-17,17,Puss In Boots’ Giant Journey,Far Far Away,51.666666666666664,694
2024-09-17,17,Revenge of the Mummy,Ancient Egypt,5.0,139
2024-09-17,17,Shrek 4-D Adventure,Far Far Away,20.0,588
2024-09-17,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,31
2024-09-17,17,Treasure Hunters,Ancient Egypt,36.666666666666664,872
2024-09-17,18,Battlestar Galactica: CYLON,Sci-Fi City,0.0,144
2024-09-17,18,Battlestar Galactica: HUMAN,Sci-Fi City,0.0,61
