Date,Date/Time,Ride,Zone,Wait Time,Visitor Count
2024-04-17,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,250
2024-04-17,16,Magic Potion Spin,Far Far Away,5.0,63
2024-04-17,16,Puss In Boots’ Giant Journey,Far Far Away,18.0,198
2024-04-17,16,Sesame Street Spaghetti Space Chase,New York,30.0,184
2024-04-17,16,Shrek 4-D Adventure,Far Far Away,20.0,412
2024-04-17,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,82
2024-04-17,16,Treasure Hunters,Ancient Egypt,20.0,222
2024-04-17,17,Accelerator,Sci-Fi City,5.0,39
2024-04-17,17,Battlestar Galactica: CYLON,Sci-Fi City,5.0,85
2024-04-17,17,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,18
2024-04-17,17,Canopy Flyer,The Lost World,22.22222222222222,147
2024-04-17,17,Dino-Soarin,The Lost World,12.777777777777779,122
2024-04-17,17,Enchanted Airways,Far Far Away,6.111111111111111,57
2024-04-17,17,Jurassic Park Rapids Adventure,The Lost World,5.0,94
2024-04-17,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,473
2024-04-17,17,Magic Potion Spin,Far Far Away,5.0,50
2024-04-17,17,Puss In Boots’ Giant Journey,Far Far Away,13.333333333333334,338
2024-04-17,17,Sesame Street Spaghetti Space Chase,New York,10.0,46
2024-04-17,17,Shrek 4-D Adventure,Far Far Away,20.0,579
2024-04-17,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,30
2024-04-17,17,Treasure Hunters,Ancient Egypt,24.444444444444443,280
2024-04-17,18,Accelerator,Sci-Fi City,5.0,49
2024-04-17,18,Battlestar Galactica: CYLON,Sci-Fi City,5.0,121
2024-04-17,18,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,148
2024-04-17,18,Canopy Flyer,The Lost World,7.7272727272727275,55
2024-04-17,18,Dino-Soarin,The Lost World,5.0,24
2024-04-17,18,Enchanted Airways,Far Far Away,5.909090909090909,54
2024-04-17,18,Jurassic Park Rapids Adventure,The Lost World,5.0,43
2024-04-17,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,296
2024-04-17,18,Magic Potion Spin,Far Far Away,5.0,39
2024-04-17,18,Puss In Boots’ Giant Journey,Far Far Away,7.2727272727272725,55
2024-04-17,18,Sesame Street Spaghetti Space Chase,New York,4.545454545454546,32
2024-04-17,18,Shrek 4-D Adventure,Far Far Away,20.0,550
2024-04-17,18,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,136
2024-04-17,18,Treasure Hunters,Ancient Egypt,9.0,52
2024-04-17,19,Accelerator,Sci-Fi City,0.0,58
2024-04-17,19,Battlestar Galactica: CYLON,Sci-Fi City,0.0,108
2024-04-17,19,Battlestar Galactica: HUMAN,Sci-Fi City,0.0,18
2024-04-17,19,Canopy Flyer,The Lost World,0.0,35
2024-04-17,19,Dino-Soarin,The Lost World,0.0,68
2024-04-17,19,Enchanted Airways,Far Far Away,0.0,18
2024-04-17,19,Jurassic Park Rapids Adventure,The Lost World,0.0,24
2024-04-17,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0.0,85
2024-04-17,19,Magic Potion Spin,Far Far Away,0.0,25
2024-04-17,19,Puss In Boots’ Giant Journey,Far Far Away,0.0,25
2024-04-17,19,Sesame Street Spaghetti Space Chase,New York,0.0,8
2024-04-17,19,Shrek 4-D Adventure,Far Far Away,0.0,144
2024-04-17,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0.0,57
2024-04-17,19,Treasure Hunters,Ancient Egypt,0.0,46
2024-04-18,10,Accelerator,Sci-Fi City,5.0,38
2024-04-18,10,Battlestar Galactica: CYLON,Sci-Fi City,10.454545454545455,316
2024-04-18,10,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,106
2024-04-18,10,Canopy Flyer,The Lost World,9.545454545454545,47
2024-04-18,10,Dino-Soarin,The Lost World,5.0,23
2024-04-18,10,Enchanted Airways,Far Far Away,5.0,93
2024-04-18,10,Jurassic Park Rapids Adventure,The Lost World,5.0,15
2024-04-18,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,491
2024-04-18,10,Magic Potion Spin,Far Far Away,5.0,46
2024-04-18,10,Puss In Boots’ Giant Journey,Far Far Away,5.0,28
2024-04-18,10,Sesame Street Spaghetti Space Chase,New York,11.818181818181818,307
2024-04-18,10,Shrek 4-D Adventure,Far Far Away,20.0,171
2024-04-18,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,7.2727272727272725,57
2024-04-18,10,Treasure Hunters,Ancient Egypt,6.818181818181818,62
2024-04-18,11,Accelerator,Sci-Fi City,5.0,14
2024-04-18,11,Battlestar Galactica: CYLON,Sci-Fi City,16.363636363636363,348
2024-04-18,11,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,136
2024-04-18,11,Canopy Flyer,The Lost World,27.5,186
2024-04-18,11,Dino-Soarin,The Lost World,12.272727272727273,288
2024-04-18,11,Enchanted Airways,Far Far Away,6.818181818181818,64
2024-04-18,11,Jurassic Park Rapids Adventure,The Lost World,8.636363636363637,26
2024-04-18,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,477
2024-04-18,11,Magic Potion Spin,Far Far Away,5.0,70
2024-04-18,11,Puss In Boots’ Giant Journey,Far Far Away,10.454545454545455,133
2024-04-18,11,Sesame Street Spaghetti Space Chase,New York,38.18181818181818,471
2024-04-18,11,Shrek 4-D Adventure,Far Far Away,20.0,324
2024-04-18,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,39.09090909090909,1027
2024-04-18,11,Treasure Hunters,Ancient Egypt,37.27272727272727,952
2024-04-18,12,Accelerator,Sci-Fi City,21.818181818181817,330
2024-04-18,12,Battlestar Galactica: CYLON,Sci-Fi City,20.0,268
2024-04-18,12,Battlestar Galactica: HUMAN,Sci-Fi City,9.090909090909092,45
2024-04-18,12,Canopy Flyer,The Lost World,30.0,186
2024-04-18,12,Dino-Soarin,The Lost World,25.0,355
2024-04-18,12,Enchanted Airways,Far Far Away,12.727272727272727,265
2024-04-18,12,Jurassic Park Rapids Adventure,The Lost World,29.09090909090909,196
2024-04-18,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,421
2024-04-18,12,Magic Potion Spin,Far Far Away,5.0,36
2024-04-18,12,Puss In Boots’ Giant Journey,Far Far Away,30.0,457
2024-04-18,12,Sesame Street Spaghetti Space Chase,New York,14.090909090909092,109
2024-04-18,12,Shrek 4-D Adventure,Far Far Away,20.0,237
2024-04-18,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,50.0,1597
2024-04-18,12,Treasure Hunters,Ancient Egypt,40.0,613
2024-04-18,13,Accelerator,Sci-Fi City,9.545454545454545,14
2024-04-18,13,Battlestar Galactica: CYLON,Sci-Fi City,52.72727272727273,1059
2024-04-18,13,Battlestar Galactica: HUMAN,Sci-Fi City,13.181818181818182,261
2024-04-18,13,Canopy Flyer,The Lost World,30.0,301
2024-04-18,13,Dino-Soarin,The Lost World,25.0,491
2024-04-18,13,Enchanted Airways,Far Far Away,11.363636363636363,319
2024-04-18,13,Jurassic Park Rapids Adventure,The Lost World,39.09090909090909,934
2024-04-18,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,219
2024-04-18,13,Magic Potion Spin,Far Far Away,5.0,19
2024-04-18,13,Puss In Boots’ Giant Journey,Far Far Away,30.0,244
2024-04-18,13,Sesame Street Spaghetti Space Chase,New York,15.0,86
2024-04-18,13,Shrek 4-D Adventure,Far Far Away,20.0,364
2024-04-18,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,28.181818181818183,465
2024-04-18,13,Treasure Hunters,Ancient Egypt,37.27272727272727,946
2024-04-18,14,Accelerator,Sci-Fi City,5.416666666666667,46
2024-04-18,14,Battlestar Galactica: CYLON,Sci-Fi City,51.666666666666664,858
2024-04-18,14,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,115
2024-04-18,14,Canopy Flyer,The Lost World,59.166666666666664,416
2024-04-18,14,Dino-Soarin,The Lost World,25.0,312
2024-04-18,14,Enchanted Airways,Far Far Away,12.916666666666666,490
2024-04-18,14,Jurassic Park Rapids Adventure,The Lost World,40.0,627
2024-04-18,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,383
2024-04-18,14,Magic Potion Spin,Far Far Away,5.0,30
2024-04-18,14,Puss In Boots’ Giant Journey,Far Far Away,42.5,530
2024-04-18,14,Sesame Street Spaghetti Space Chase,New York,5.833333333333333,15
2024-04-18,14,Shrek 4-D Adventure,Far Far Away,20.0,738
2024-04-18,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,15.416666666666666,211
2024-04-18,14,Treasure Hunters,Ancient Egypt,55.0,521
2024-04-18,15,Accelerator,Sci-Fi City,9.5,32
2024-04-18,15,Battlestar Galactica: CYLON,Sci-Fi City,40.0,1500
2024-04-18,15,Battlestar Galactica: HUMAN,Sci-Fi City,12.5,642
2024-04-18,15,Canopy Flyer,The Lost World,48.5,401
2024-04-18,15,Dino-Soarin,The Lost World,24.0,127
2024-04-18,15,Enchanted Airways,Far Far Away,25.0,582
2024-04-18,15,Jurassic Park Rapids Adventure,The Lost World,34.0,560
2024-04-18,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,382
2024-04-18,15,Magic Potion Spin,Far Far Away,5.0,49
2024-04-18,15,Puss In Boots’ Giant Journey,Far Far Away,33.0,912
2024-04-18,15,Sesame Street Spaghetti Space Chase,New York,5.0,63
2024-04-18,15,Shrek 4-D Adventure,Far Far Away,20.0,568
2024-04-18,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,10.0,91
2024-04-18,15,Treasure Hunters,Ancient Egypt,60.0,826
2024-04-18,16,Accelerator,Sci-Fi City,5.0,40
2024-04-18,16,Battlestar Galactica: CYLON,Sci-Fi City,20.90909090909091,678
2024-04-18,16,Battlestar Galactica: HUMAN,Sci-Fi City,17.727272727272727,201
2024-04-18,16,Canopy Flyer,The Lost World,45.0,549
2024-04-18,16,Dino-Soarin,The Lost World,17.727272727272727,165
2024-04-18,16,Enchanted Airways,Far Far Away,17.727272727272727,693
2024-04-18,16,Jurassic Park Rapids Adventure,The Lost World,13.636363636363637,341
2024-04-18,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,266
2024-04-18,16,Magic Potion Spin,Far Far Away,5.0,57
2024-04-18,16,Puss In Boots’ Giant Journey,Far Far Away,17.272727272727273,298
2024-04-18,16,Sesame Street Spaghetti Space Chase,New York,5.0,49
2024-04-18,16,Shrek 4-D Adventure,Far Far Away,20.0,360
2024-04-18,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,6.363636363636363,55
2024-04-18,16,Treasure Hunters,Ancient Egypt,38.18181818181818,375
2024-04-18,17,Accelerator,Sci-Fi City,5.0,28
2024-04-18,17,Battlestar Galactica: CYLON,Sci-Fi City,5.0,28
2024-04-18,17,Battlestar Galactica: HUMAN,Sci-Fi City,15.0,216
2024-04-18,17,Canopy Flyer,The Lost World,42.5,894
2024-04-18,17,Dino-Soarin,The Lost World,15.0,140
2024-04-18,17,Enchanted Airways,Far Far Away,10.0,75
2024-04-18,17,Jurassic Park Rapids Adventure,The Lost World,10.0,98
2024-04-18,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,492
2024-04-18,17,Magic Potion Spin,Far Far Away,5.0,51
2024-04-18,17,Puss In Boots’ Giant Journey,Far Far Away,19.166666666666668,128
2024-04-18,17,Sesame Street Spaghetti Space Chase,New York,5.0,10
2024-04-18,17,Shrek 4-D Adventure,Far Far Away,20.0,544
2024-04-18,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,15
2024-04-18,17,Treasure Hunters,Ancient Egypt,20.0,156
2024-04-18,18,Accelerator,Sci-Fi City,5.0,39
2024-04-18,18,Battlestar Galactica: CYLON,Sci-Fi City,5.0,126
2024-04-18,18,Battlestar Galactica: HUMAN,Sci-Fi City,10.454545454545455,640
2024-04-18,18,Canopy Flyer,The Lost World,18.636363636363637,303
2024-04-18,18,Dino-Soarin,The Lost World,15.0,199
2024-04-18,18,Enchanted Airways,Far Far Away,7.7272727272727275,94
2024-04-18,18,Jurassic Park Rapids Adventure,The Lost World,10.0,24
2024-04-18,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,319
2024-04-18,18,Magic Potion Spin,Far Far Away,5.0,8
2024-04-18,18,Puss In Boots’ Giant Journey,Far Far Away,5.0,75
2024-04-18,18,Sesame Street Spaghetti Space Chase,New York,5.0,44
2024-04-18,18,Shrek 4-D Adventure,Far Far Away,20.0,529
2024-04-18,18,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,97
2024-04-18,18,Treasure Hunters,Ancient Egypt,9.545454545454545,41
2024-04-18,19,Accelerator,Sci-Fi City,0.0,18
2024-04-18,19,Battlestar Galactica: CYLON,Sci-Fi City,0.0,82
2024-04-18,19,Battlestar Galactica: HUMAN,Sci-Fi City,0.0,129
2024-04-18,19,Canopy Flyer,The Lost World,0.0,62
2024-04-18,19,Dino-Soarin,The Lost World,0.0,40
2024-04-18,19,Enchanted Airways,Far Far Away,0.0,40
2024-04-18,19,Jurassic Park Rapids Adventure,The Lost World,0.0,70
2024-04-18,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0.0,56
2024-04-18,19,Magic Potion Spin,Far Far Away,0.0,28
2024-04-18,19,Puss In Boots’ Giant Journey,Far Far Away,0.0,44
2024-04-18,19,Sesame Street Spaghetti Space Chase,New York,0.0,67
2024-04-18,19,Shrek 4-D Adventure,Far Far Away,0.0,63
2024-04-18,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0.0,57
2024-04-18,19,Treasure Hunters,Ancient Egypt,0.0,23
2024-04-19,10,Accelerator,Sci-Fi City,4.0,65
2024-04-19,10,Battlestar Galactica: CYLON,Sci-Fi City,15.5,184
2024-04-19,10,Battlestar Galactica: HUMAN,Sci-Fi City,8.5,96
2024-04-19,10,Canopy Flyer,The Lost World,5.0,32
2024-04-19,10,Dino-Soarin,The Lost World,5.0,15
2024-04-19,10,Enchanted Airways,Far Far Away,5.0,115
2024-04-19,10,Jurassic Park Rapids Adventure,The Lost World,5.0,88
2024-04-19,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,481
2024-04-19,10,Magic Potion Spin,Far Far Away,5.0,42
2024-04-19,10,Puss In Boots’ Giant Journey,Far Far Away,5.0,90
2024-04-19,10,Sesame Street Spaghetti Space Chase,New York,21.0,184
2024-04-19,10,Shrek 4-D Adventure,Far Far Away,20.0,538
2024-04-19,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,10.5,346
2024-04-19,10,Treasure Hunters,Ancient Egypt,14.0,248
2024-04-19,11,Accelerator,Sci-Fi City,6.25,53
2024-04-19,11,Battlestar Galactica: CYLON,Sci-Fi City,50.0,1170
2024-04-19,11,Battlestar Galactica: HUMAN,Sci-Fi City,10.0,130
2024-04-19,11,Canopy Flyer,The Lost World,22.083333333333332,150
2024-04-19,11,Dino-Soarin,The Lost World,7.083333333333333,91
2024-04-19,11,Enchanted Airways,Far Far Away,10.0,88
2024-04-19,11,Jurassic Park Rapids Adventure,The Lost World,8.333333333333334,59
2024-04-19,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,192
2024-04-19,11,Magic Potion Spin,Far Far Away,5.0,12
2024-04-19,11,Puss In Boots’ Giant Journey,Far Far Away,10.0,53
2024-04-19,11,Sesame Street Spaghetti Space Chase,New York,39.166666666666664,864
2024-04-19,11,Shrek 4-D Adventure,Far Far Away,20.0,558
2024-04-19,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,30.0,561
2024-04-19,11,Treasure Hunters,Ancient Egypt,40.0,1023
2024-04-19,12,Accelerator,Sci-Fi City,5.0,7
2024-04-19,12,Battlestar Galactica: CYLON,Sci-Fi City,30.0,321
2024-04-19,12,Battlestar Galactica: HUMAN,Sci-Fi City,16.363636363636363,735
2024-04-19,12,Canopy Flyer,The Lost World,40.0,728
2024-04-19,12,Dino-Soarin,The Lost World,13.636363636363637,456
2024-04-19,12,Enchanted Airways,Far Far Away,12.727272727272727,261
2024-04-19,12,Jurassic Park Rapids Adventure,The Lost World,33.63636363636363,1385
2024-04-19,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,252
2024-04-19,12,Magic Potion Spin,Far Far Away,5.454545454545454,42
2024-04-19,12,Puss In Boots’ Giant Journey,Far Far Away,30.0,234
2024-04-19,12,Sesame Street Spaghetti Space Chase,New York,10.0,24
2024-04-19,12,Shrek 4-D Adventure,Far Far Away,20.0,301
2024-04-19,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,29.09090909090909,513
2024-04-19,12,Treasure Hunters,Ancient Egypt,48.18181818181818,622
2024-04-19,13,Accelerator,Sci-Fi City,1.6666666666666667,34
2024-04-19,13,Battlestar Galactica: CYLON,Sci-Fi City,20.0,436
2024-04-19,13,Battlestar Galactica: HUMAN,Sci-Fi City,10.0,79
2024-04-19,13,Canopy Flyer,The Lost World,32.5,937
2024-04-19,13,Dino-Soarin,The Lost World,21.666666666666668,122
2024-04-19,13,Enchanted Airways,Far Far Away,10.0,75
2024-04-19,13,Jurassic Park Rapids Adventure,The Lost World,41.666666666666664,875
2024-04-19,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,252
2024-04-19,13,Magic Potion Spin,Far Far Away,5.416666666666667,49
2024-04-19,13,Puss In Boots’ Giant Journey,Far Far Away,20.0,305
2024-04-19,13,Sesame Street Spaghetti Space Chase,New York,23.75,280
2024-04-19,13,Shrek 4-D Adventure,Far Far Away,20.0,669
2024-04-19,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,36.666666666666664,1665
2024-04-19,13,Treasure Hunters,Ancient Egypt,38.333333333333336,452
2024-04-19,14,Accelerator,Sci-Fi City,13.333333333333334,342
2024-04-19,14,Battlestar Galactica: CYLON,Sci-Fi City,21.666666666666668,387
2024-04-19,14,Battlestar Galactica: HUMAN,Sci-Fi City,6.25,63
2024-04-19,14,Canopy Flyer,The Lost World,47.5,739
2024-04-19,14,Dino-Soarin,The Lost World,26.25,387
2024-04-19,14,Enchanted Airways,Far Far Away,6.25,141
2024-04-19,14,Jurassic Park Rapids Adventure,The Lost World,25.0,440
2024-04-19,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,210
2024-04-19,14,Magic Potion Spin,Far Far Away,5.0,38
2024-04-19,14,Puss In Boots’ Giant Journey,Far Far Away,36.666666666666664,746
2024-04-19,14,Sesame Street Spaghetti Space Chase,New York,5.0,14
2024-04-19,14,Shrek 4-D Adventure,Far Far Away,20.0,316
2024-04-19,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,40.0,1357
2024-04-19,14,Treasure Hunters,Ancient Egypt,48.333333333333336,711
2024-04-19,15,Accelerator,Sci-Fi City,13.636363636363637,235
2024-04-19,15,Battlestar Galactica: CYLON,Sci-Fi City,36.36363636363637,1453
2024-04-19,15,Battlestar Galactica: HUMAN,Sci-Fi City,4.545454545454546,117
2024-04-19,15,Canopy Flyer,The Lost World,45.45454545454545,373
2024-04-19,15,Dino-Soarin,The Lost World,27.272727272727273,195
2024-04-19,15,Enchanted Airways,Far Far Away,21.363636363636363,706
2024-04-19,15,Jurassic Park Rapids Adventure,The Lost World,30.0,461
2024-04-19,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,194
2024-04-19,15,Magic Potion Spin,Far Far Away,14.090909090909092,73
2024-04-19,15,Puss In Boots’ Giant Journey,Far Far Away,47.27272727272727,1397
2024-04-19,15,Sesame Street Spaghetti Space Chase,New York,5.0,29
2024-04-19,15,Shrek 4-D Adventure,Far Far Away,20.0,748
2024-04-19,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,19.09090909090909,558
2024-04-19,15,Treasure Hunters,Ancient Egypt,40.90909090909091,749
2024-04-19,16,Accelerator,Sci-Fi City,2.272727272727273,50
2024-04-19,16,Battlestar Galactica: CYLON,Sci-Fi City,21.818181818181817,160
2024-04-19,16,Battlestar Galactica: HUMAN,Sci-Fi City,8.0,82
2024-04-19,16,Canopy Flyer,The Lost World,23.181818181818183,79
2024-04-19,16,Dino-Soarin,The Lost World,30.0,457
2024-04-19,16,Enchanted Airways,Far Far Away,15.454545454545455,238
2024-04-19,16,Jurassic Park Rapids Adventure,The Lost World,10.909090909090908,338
2024-04-19,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,244
2024-04-19,16,Magic Potion Spin,Far Far Away,12.272727272727273,119
2024-04-19,16,Puss In Boots’ Giant Journey,Far Far Away,30.0,137
2024-04-19,16,Sesame Street Spaghetti Space Chase,New York,7.7272727272727275,16
2024-04-19,16,Shrek 4-D Adventure,Far Far Away,20.0,294
2024-04-19,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,11.363636363636363,180
2024-04-19,16,Treasure Hunters,Ancient Egypt,17.727272727272727,278
2024-04-19,17,Accelerator,Sci-Fi City,5.0,65
2024-04-19,17,Battlestar Galactica: CYLON,Sci-Fi City,26.363636363636363,291
2024-04-19,17,Battlestar Galactica: HUMAN,Sci-Fi City,3.75,28
2024-04-19,17,Canopy Flyer,The Lost World,23.181818181818183,101
2024-04-19,17,Dino-Soarin,The Lost World,17.727272727272727,230
2024-04-19,17,Enchanted Airways,Far Far Away,18.181818181818183,373
2024-04-19,17,Jurassic Park Rapids Adventure,The Lost World,4.545454545454546,37
2024-04-19,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,238
2024-04-19,17,Magic Potion Spin,Far Far Away,5.0,30
2024-04-19,17,Puss In Boots’ Giant Journey,Far Far Away,24.09090909090909,366
2024-04-19,17,Sesame Street Spaghetti Space Chase,New York,5.0,50
2024-04-19,17,Shrek 4-D Adventure,Far Far Away,20.0,567
2024-04-19,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,102
2024-04-19,17,Treasure Hunters,Ancient Egypt,21.818181818181817,170
2024-04-19,18,Accelerator,Sci-Fi City,5.0,36
2024-04-19,18,Battlestar Galactica: CYLON,Sci-Fi City,25.454545454545453,378
2024-04-19,18,Battlestar Galactica: HUMAN,Sci-Fi City,6.818181818181818,144
2024-04-19,18,Canopy Flyer,The Lost World,24.09090909090909,198
2024-04-19,18,Dino-Soarin,The Lost World,13.181818181818182,417
2024-04-19,18,Enchanted Airways,Far Far Away,5.454545454545454,123
2024-04-19,18,Jurassic Park Rapids Adventure,The Lost World,5.0,98
2024-04-19,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,364
2024-04-19,18,Magic Potion Spin,Far Far Away,5.0,44
2024-04-19,18,Puss In Boots’ Giant Journey,Far Far Away,5.0,26
2024-04-19,18,Sesame Street Spaghetti Space Chase,New York,5.0,46
2024-04-19,18,Shrek 4-D Adventure,Far Far Away,20.0,361
2024-04-19,18,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.0,129
2024-04-19,18,Treasure Hunters,Ancient Egypt,15.454545454545455,256
2024-04-19,19,Accelerator,Sci-Fi City,0.0,50
2024-04-19,19,Battlestar Galactica: CYLON,Sci-Fi City,0.0,46
2024-04-19,19,Battlestar Galactica: HUMAN,Sci-Fi City,0.0,25
2024-04-19,19,Canopy Flyer,The Lost World,0.0,33
2024-04-19,19,Dino-Soarin,The Lost World,0.0,30
2024-04-19,19,Enchanted Airways,Far Far Away,0.0,93
2024-04-19,19,Jurassic Park Rapids Adventure,The Lost World,0.0,78
2024-04-19,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0.0,76
2024-04-19,19,Magic Potion Spin,Far Far Away,0.0,53
2024-04-19,19,Puss In Boots’ Giant Journey,Far Far Away,0.0,12
2024-04-19,19,Sesame Street Spaghetti Space Chase,New York,0.0,58
2024-04-19,19,Shrek 4-D Adventure,Far Far Away,0.0,114
2024-04-19,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0.0,40
2024-04-19,19,Treasure Hunters,Ancient Egypt,0.0,49
2024-04-20,10,Accelerator,Sci-Fi City,5.0,36
2024-04-20,10,Battlestar Galactica: CYLON,Sci-Fi City,5.0,16
2024-04-20,10,Battlestar Galactica: HUMAN,Sci-Fi City,5.0,132
2024-04-20,10,Canopy Flyer,The Lost World,5.0,37
2024-04-20,10,Dino-Soarin,The Lost World,5.0,82
2024-04-20,10,Enchanted Airways,Far Far Away,5.0,90
2024-04-20,10,Jurassic Park Rapids Adventure,The Lost World,5.0,45
2024-04-20,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,364
2024-04-20,10,Magic Potion Spin,Far Far Away,5.0,40
2024-04-20,10,Puss In Boots’ Giant Journey,Far Far Away,0.9090909090909091,30
2024-04-20,10,Sesame Street Spaghetti Space Chase,New York,21.818181818181817,114
2024-04-20,10,Shrek 4-D Adventure,Far Far Away,20.0,475
2024-04-20,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,7.7272727272727275,64
2024-04-20,10,Treasure Hunters,Ancient Egypt,0.0,42
2024-04-20,11,Accelerator,Sci-Fi City,8.181818181818182,28
2024-04-20,11,Battlestar Galactica: CYLON,Sci-Fi City,16.5,535
2024-04-20,11,Battlestar Galactica: HUMAN,Sci-Fi City,17.727272727272727,169
2024-04-20,11,Canopy Flyer,The Lost World,23.181818181818183,344
2024-04-20,11,Dino-Soarin,The Lost World,9.090909090909092,95
2024-04-20,11,Enchanted Airways,Far Far Away,5.0,24
2024-04-20,11,Jurassic Park Rapids Adventure,The Lost World,5.0,58
2024-04-20,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,445
2024-04-20,11,Magic Potion Spin,Far Far Away,5.0,56
2024-04-20,11,Puss In Boots’ Giant Journey,Far Far Away,8.181818181818182,31
2024-04-20,11,Sesame Street Spaghetti Space Chase,New York,42.72727272727273,705
2024-04-20,11,Shrek 4-D Adventure,Far Far Away,20.0,313
2024-04-20,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,27.272727272727273,492
2024-04-20,11,Treasure Hunters,Ancient Egypt,10.909090909090908,213
2024-04-20,12,Accelerator,Sci-Fi City,17.272727272727273,189
2024-04-20,12,Battlestar Galactica: CYLON,Sci-Fi City,38.18181818181818,2227
2024-04-20,12,Battlestar Galactica: HUMAN,Sci-Fi City,34.54545454545455,1231
2024-04-20,12,Canopy Flyer,The Lost World,43.18181818181818,679
2024-04-20,12,Dino-Soarin,The Lost World,20.0,339
2024-04-20,12,Enchanted Airways,Far Far Away,7.7272727272727275,57
2024-04-20,12,Jurassic Park Rapids Adventure,The Lost World,15.454545454545455,225
2024-04-20,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20.0,259
2024-04-20,12,Magic Potion Spin,Far Far Away,5.0,51
2024-04-20,12,Puss In Boots’ Giant Journey,Far Far Away,18.181818181818183,229
2024-04-20,12,Sesame Street Spaghetti Space Chase,New York,30.0,212
2024-04-20,12,Shrek 4-D Adventure,Far Far Away,20.0,483
2024-04-20,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,31.818181818181817,1906
2024-04-20,12,Treasure Hunters,Ancient Egypt,44.54545454545455,567
