Date,24h_time,Ride_name,Zone_name,Wait_time,Visitor_count
3/2/24,12,Jurassic Park Rapids Adventure,The Lost World,37.5,1311
3/2/24,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,132
3/2/24,12,Magic Potion Spin,Far Far Away,15,195
3/2/24,12,Puss In Boots’ Giant Journey,Far Far Away,17.5,316
3/2/24,12,Revenge of the Mummy,Ancient Egypt,40.833333333333336,826
3/2/24,12,Sesame Street Spaghetti Space Chase,New York,35,812
3/2/24,12,Shrek 4-D Adventure,Far Far Away,20,408
3/2/24,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,83.63636363636364,3535
3/2/24,12,Treasure Hunters,Ancient Egypt,52.916666666666664,431
3/2/24,13,Accelerator,Sci-Fi City,10,32
3/2/24,13,Battlestar Galactica: CYLON,Sci-Fi City,50,1423
3/2/24,13,Battlestar Galactica: HUMAN,Sci-Fi City,26,460
3/2/24,13,Canopy Flyer,The Lost World,38.333333333333336,986
3/2/24,13,Dino-Soarin,The Lost World,21.666666666666668,117
3/2/24,13,Enchanted Airways,Far Far Away,15,324
3/2/24,13,Jurassic Park Rapids Adventure,The Lost World,21.818181818181817,442
3/2/24,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,487
3/2/24,13,Magic Potion Spin,Far Far Away,15,152
3/2/24,13,Puss In Boots’ Giant Journey,Far Far Away,30,354
3/2/24,13,Revenge of the Mummy,Ancient Egypt,55.833333333333336,1966
3/2/24,13,Sesame Street Spaghetti Space Chase,New York,24.545454545454547,157
3/2/24,13,Shrek 4-D Adventure,Far Far Away,20,718
3/2/24,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,58.333333333333336,861
3/2/24,13,Treasure Hunters,Ancient Egypt,40,1041
3/2/24,14,Accelerator,Sci-Fi City,10,27
3/2/24,14,Battlestar Galactica: CYLON,Sci-Fi City,50,807
3/2/24,14,Battlestar Galactica: HUMAN,Sci-Fi City,26.666666666666668,438
3/2/24,14,Canopy Flyer,The Lost World,46.25,424
3/2/24,14,Dino-Soarin,The Lost World,20,182
3/2/24,14,Enchanted Airways,Far Far Away,15,673
3/2/24,14,Jurassic Park Rapids Adventure,The Lost World,39.166666666666664,1123
3/2/24,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,496
3/2/24,14,Magic Potion Spin,Far Far Away,15,165
3/2/24,14,Puss In Boots’ Giant Journey,Far Far Away,52.5,1084
3/2/24,14,Revenge of the Mummy,Ancient Egypt,41.25,1878
3/2/24,14,Sesame Street Spaghetti Space Chase,New York,11.818181818181818,193
3/2/24,14,Shrek 4-D Adventure,Far Far Away,20,625
3/2/24,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,36.36363636363637,1416
3/2/24,14,Treasure Hunters,Ancient Egypt,47.5,863
3/2/24,15,Accelerator,Sci-Fi City,10,13
3/2/24,15,Battlestar Galactica: CYLON,Sci-Fi City,25.714285714285715,726
3/2/24,15,Battlestar Galactica: HUMAN,Sci-Fi City,53.333333333333336,1617
3/2/24,15,Canopy Flyer,The Lost World,45.833333333333336,494
3/2/24,15,Dino-Soarin,The Lost World,21.666666666666668,405
3/2/24,15,Enchanted Airways,Far Far Away,27.5,712
3/2/24,15,Jurassic Park Rapids Adventure,The Lost World,40,1082
3/2/24,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,475
3/2/24,15,Magic Potion Spin,Far Far Away,15,196
3/2/24,15,Puss In Boots’ Giant Journey,Far Far Away,55,819
3/2/24,15,Revenge of the Mummy,Ancient Egypt,60,1966
3/2/24,15,Sesame Street Spaghetti Space Chase,New York,24.583333333333332,156
3/2/24,15,Shrek 4-D Adventure,Far Far Away,20,330
3/2/24,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,35.714285714285715,2143
3/2/24,15,Treasure Hunters,Ancient Egypt,46.666666666666664,992
3/2/24,16,Accelerator,Sci-Fi City,9.583333333333334,8
3/2/24,16,Battlestar Galactica: CYLON,Sci-Fi City,11.666666666666666,457
3/2/24,16,Battlestar Galactica: HUMAN,Sci-Fi City,21.666666666666668,717
3/2/24,16,Canopy Flyer,The Lost World,19.166666666666668,133
3/2/24,16,Dino-Soarin,The Lost World,12.5,121
3/2/24,16,Enchanted Airways,Far Far Away,10,84
3/2/24,16,Jurassic Park Rapids Adventure,The Lost World,10.833333333333334,490
3/2/24,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,123
3/2/24,16,Magic Potion Spin,Far Far Away,15,169
3/2/24,16,Puss In Boots’ Giant Journey,Far Far Away,17.5,404
3/2/24,16,Revenge of the Mummy,Ancient Egypt,33.75,1248
3/2/24,16,Sesame Street Spaghetti Space Chase,New York,8.75,55
3/2/24,16,Shrek 4-D Adventure,Far Far Away,20,735
3/2/24,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,30,507
3/2/24,16,Treasure Hunters,Ancient Egypt,10.416666666666666,193
3/2/24,17,Accelerator,Sci-Fi City,5,69
3/2/24,17,Battlestar Galactica: CYLON,Sci-Fi City,20,612
3/2/24,17,Battlestar Galactica: HUMAN,Sci-Fi City,10,78
3/2/24,17,Canopy Flyer,The Lost World,23.75,280
3/2/24,17,Dino-Soarin,The Lost World,7.083333333333333,20
3/2/24,17,Enchanted Airways,Far Far Away,30,645
3/2/24,17,Jurassic Park Rapids Adventure,The Lost World,10,41
3/2/24,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,247
3/2/24,17,Magic Potion Spin,Far Far Away,15,161
3/2/24,17,Puss In Boots’ Giant Journey,Far Far Away,7.083333333333333,72
3/2/24,17,Revenge of the Mummy,Ancient Egypt,10.833333333333334,498
3/2/24,17,Sesame Street Spaghetti Space Chase,New York,10,53
3/2/24,17,Shrek 4-D Adventure,Far Far Away,20,597
3/2/24,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.454545454545454,21
3/2/24,17,Treasure Hunters,Ancient Egypt,17.083333333333332,138
3/2/24,18,Accelerator,Sci-Fi City,5,51
3/2/24,18,Battlestar Galactica: CYLON,Sci-Fi City,18.75,706
3/2/24,18,Battlestar Galactica: HUMAN,Sci-Fi City,4.166666666666667,97
3/2/24,18,Canopy Flyer,The Lost World,12.083333333333334,255
3/2/24,18,Dino-Soarin,The Lost World,5,15
3/2/24,18,Enchanted Airways,Far Far Away,27.5,399
3/2/24,18,Jurassic Park Rapids Adventure,The Lost World,5,10
3/2/24,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,125
3/2/24,18,Magic Potion Spin,Far Far Away,15,86
3/2/24,18,Puss In Boots’ Giant Journey,Far Far Away,28.333333333333332,472
3/2/24,18,Revenge of the Mummy,Ancient Egypt,5,57
3/2/24,18,Sesame Street Spaghetti Space Chase,New York,10,69
3/2/24,18,Shrek 4-D Adventure,Far Far Away,20,433
3/2/24,18,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5,115
3/2/24,18,Treasure Hunters,Ancient Egypt,20,169
3/2/24,19,Accelerator,Sci-Fi City,5,65
3/2/24,19,Battlestar Galactica: CYLON,Sci-Fi City,20,271
3/2/24,19,Battlestar Galactica: HUMAN,Sci-Fi City,10,78
3/2/24,19,Canopy Flyer,The Lost World,15.833333333333334,149
3/2/24,19,Dino-Soarin,The Lost World,5,11
3/2/24,19,Enchanted Airways,Far Far Away,13.333333333333334,471
3/2/24,19,Jurassic Park Rapids Adventure,The Lost World,5.833333333333333,36
3/2/24,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,108
3/2/24,19,Magic Potion Spin,Far Far Away,5,53
3/2/24,19,Puss In Boots’ Giant Journey,Far Far Away,15.416666666666666,333
3/2/24,19,Revenge of the Mummy,Ancient Egypt,5,21
3/2/24,19,Sesame Street Spaghetti Space Chase,New York,10,62
3/2/24,19,Shrek 4-D Adventure,Far Far Away,20,600
3/2/24,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,15.416666666666666,705
3/2/24,19,Treasure Hunters,Ancient Egypt,20,124
4/2/24,10,Accelerator,Sci-Fi City,0,53
4/2/24,10,Battlestar Galactica: CYLON,Sci-Fi City,0,141
4/2/24,10,Battlestar Galactica: HUMAN,Sci-Fi City,0,75
4/2/24,10,Canopy Flyer,The Lost World,0,7
4/2/24,10,Dino-Soarin,The Lost World,0,27
4/2/24,10,Enchanted Airways,Far Far Away,0,15
4/2/24,10,Jurassic Park Rapids Adventure,The Lost World,0,69
4/2/24,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0,18
4/2/24,10,Magic Potion Spin,Far Far Away,0,49
4/2/24,10,Puss In Boots’ Giant Journey,Far Far Away,0,11
4/2/24,10,Revenge of the Mummy,Ancient Egypt,0,43
4/2/24,10,Sesame Street Spaghetti Space Chase,New York,0,70
4/2/24,10,Shrek 4-D Adventure,Far Far Away,0,73
4/2/24,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0,24
4/2/24,10,Treasure Hunters,Ancient Egypt,0,32
4/2/24,11,Accelerator,Sci-Fi City,0,37
4/2/24,11,Battlestar Galactica: CYLON,Sci-Fi City,0,111
4/2/24,11,Battlestar Galactica: HUMAN,Sci-Fi City,0,48
4/2/24,11,Canopy Flyer,The Lost World,0,14
4/2/24,11,Dino-Soarin,The Lost World,0,44
4/2/24,11,Enchanted Airways,Far Far Away,0,139
4/2/24,11,Jurassic Park Rapids Adventure,The Lost World,0,73
4/2/24,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0,36
4/2/24,11,Magic Potion Spin,Far Far Away,0,51
4/2/24,11,Puss In Boots’ Giant Journey,Far Far Away,0,31
4/2/24,11,Revenge of the Mummy,Ancient Egypt,0,94
4/2/24,11,Sesame Street Spaghetti Space Chase,New York,0,35
4/2/24,11,Shrek 4-D Adventure,Far Far Away,0,66
4/2/24,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0,79
4/2/24,11,Treasure Hunters,Ancient Egypt,0,37
4/2/24,12,Accelerator,Sci-Fi City,3.5,16
4/2/24,12,Battlestar Galactica: CYLON,Sci-Fi City,21,262
4/2/24,12,Battlestar Galactica: HUMAN,Sci-Fi City,38,1684
4/2/24,12,Canopy Flyer,The Lost World,27,121
4/2/24,12,Dino-Soarin,The Lost World,20,103
4/2/24,12,Enchanted Airways,Far Far Away,3.5,28
4/2/24,12,Jurassic Park Rapids Adventure,The Lost World,26,458
4/2/24,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,14,245
4/2/24,12,Magic Potion Spin,Far Far Away,3.5,49
4/2/24,12,Puss In Boots’ Giant Journey,Far Far Away,10.5,279
4/2/24,12,Revenge of the Mummy,Ancient Egypt,36,2001
4/2/24,12,Sesame Street Spaghetti Space Chase,New York,38.57142857142857,793
4/2/24,12,Shrek 4-D Adventure,Far Far Away,14,592
4/2/24,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,35,889
4/2/24,12,Treasure Hunters,Ancient Egypt,33,459
4/2/24,13,Accelerator,Sci-Fi City,5,52
4/2/24,13,Battlestar Galactica: CYLON,Sci-Fi City,30,541
4/2/24,13,Battlestar Galactica: HUMAN,Sci-Fi City,40,1206
4/2/24,13,Canopy Flyer,The Lost World,30,309
4/2/24,13,Dino-Soarin,The Lost World,20,431
4/2/24,13,Enchanted Airways,Far Far Away,18.75,406
4/2/24,13,Jurassic Park Rapids Adventure,The Lost World,60,1302
4/2/24,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,429
4/2/24,13,Magic Potion Spin,Far Far Away,5,57
4/2/24,13,Puss In Boots’ Giant Journey,Far Far Away,15,403
4/2/24,13,Revenge of the Mummy,Ancient Egypt,40,1348
4/2/24,13,Sesame Street Spaghetti Space Chase,New York,35,429
4/2/24,13,Shrek 4-D Adventure,Far Far Away,20,190
4/2/24,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,45,1767
4/2/24,13,Treasure Hunters,Ancient Egypt,45.833333333333336,662
4/2/24,14,Accelerator,Sci-Fi City,15.416666666666666,253
4/2/24,14,Battlestar Galactica: CYLON,Sci-Fi City,30,526
4/2/24,14,Battlestar Galactica: HUMAN,Sci-Fi City,15.833333333333334,696
4/2/24,14,Canopy Flyer,The Lost World,50.833333333333336,464
4/2/24,14,Dino-Soarin,The Lost World,28.333333333333332,147
4/2/24,14,Enchanted Airways,Far Far Away,20.416666666666668,337
4/2/24,14,Jurassic Park Rapids Adventure,The Lost World,60,639
4/2/24,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,487
4/2/24,14,Magic Potion Spin,Far Far Away,5,58
4/2/24,14,Puss In Boots’ Giant Journey,Far Far Away,53.75,1015
4/2/24,14,Revenge of the Mummy,Ancient Egypt,36.666666666666664,1861
4/2/24,14,Sesame Street Spaghetti Space Chase,New York,11.25,184
4/2/24,14,Shrek 4-D Adventure,Far Far Away,20,604
4/2/24,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,10,46
4/2/24,14,Treasure Hunters,Ancient Egypt,38.75,946
4/2/24,15,Accelerator,Sci-Fi City,5,21
4/2/24,15,Battlestar Galactica: CYLON,Sci-Fi City,30,432
4/2/24,15,Battlestar Galactica: HUMAN,Sci-Fi City,17.5,511
4/2/24,15,Canopy Flyer,The Lost World,45,1048
4/2/24,15,Dino-Soarin,The Lost World,26.666666666666668,396
4/2/24,15,Enchanted Airways,Far Far Away,25,627
4/2/24,15,Jurassic Park Rapids Adventure,The Lost World,73.33333333333333,2624
4/2/24,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,146
4/2/24,15,Magic Potion Spin,Far Far Away,5,25
4/2/24,15,Puss In Boots’ Giant Journey,Far Far Away,58.333333333333336,603
4/2/24,15,Revenge of the Mummy,Ancient Egypt,37.5,1419
4/2/24,15,Sesame Street Spaghetti Space Chase,New York,10,67
4/2/24,15,Shrek 4-D Adventure,Far Far Away,20,658
4/2/24,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0,48
4/2/24,15,Treasure Hunters,Ancient Egypt,43.333333333333336,826
4/2/24,16,Accelerator,Sci-Fi City,5,44
4/2/24,16,Battlestar Galactica: CYLON,Sci-Fi City,15.714285714285714,469
4/2/24,16,Battlestar Galactica: HUMAN,Sci-Fi City,6.666666666666667,88
4/2/24,16,Canopy Flyer,The Lost World,45,362
4/2/24,16,Dino-Soarin,The Lost World,22.5,222
4/2/24,16,Enchanted Airways,Far Far Away,25,238
4/2/24,16,Jurassic Park Rapids Adventure,The Lost World,37.5,1114
4/2/24,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,160
4/2/24,16,Magic Potion Spin,Far Far Away,5,9
4/2/24,16,Puss In Boots’ Giant Journey,Far Far Away,48.333333333333336,834
4/2/24,16,Revenge of the Mummy,Ancient Egypt,20.416666666666668,430
4/2/24,16,Sesame Street Spaghetti Space Chase,New York,6.818181818181818,57
4/2/24,16,Shrek 4-D Adventure,Far Far Away,20,648
4/2/24,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5,115
4/2/24,16,Treasure Hunters,Ancient Egypt,34.166666666666664,599
4/2/24,17,Accelerator,Sci-Fi City,0.8333333333333334,30
4/2/24,17,Battlestar Galactica: CYLON,Sci-Fi City,9.166666666666666,60
4/2/24,17,Battlestar Galactica: HUMAN,Sci-Fi City,5,70
4/2/24,17,Canopy Flyer,The Lost World,24.166666666666668,210
4/2/24,17,Dino-Soarin,The Lost World,15,185
4/2/24,17,Enchanted Airways,Far Far Away,20.416666666666668,423
4/2/24,17,Jurassic Park Rapids Adventure,The Lost World,11.666666666666666,325
4/2/24,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,447
4/2/24,17,Magic Potion Spin,Far Far Away,5,68
4/2/24,17,Puss In Boots’ Giant Journey,Far Far Away,36.666666666666664,700
4/2/24,17,Revenge of the Mummy,Ancient Egypt,5,111
4/2/24,17,Sesame Street Spaghetti Space Chase,New York,5,32
4/2/24,17,Shrek 4-D Adventure,Far Far Away,20,196
4/2/24,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,15,186
4/2/24,17,Treasure Hunters,Ancient Egypt,20,124
4/2/24,18,Accelerator,Sci-Fi City,0,33
4/2/24,18,Battlestar Galactica: CYLON,Sci-Fi City,5,21
4/2/24,18,Battlestar Galactica: HUMAN,Sci-Fi City,5,70
4/2/24,18,Canopy Flyer,The Lost World,25,91
4/2/24,18,Dino-Soarin,The Lost World,5.416666666666667,27
4/2/24,18,Enchanted Airways,Far Far Away,11.666666666666666,346
4/2/24,18,Jurassic Park Rapids Adventure,The Lost World,6.25,17
4/2/24,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,204
4/2/24,18,Magic Potion Spin,Far Far Away,5,10
4/2/24,18,Puss In Boots’ Giant Journey,Far Far Away,12.916666666666666,352
4/2/24,18,Revenge of the Mummy,Ancient Egypt,5,39
4/2/24,18,Sesame Street Spaghetti Space Chase,New York,5,27
4/2/24,18,Shrek 4-D Adventure,Far Far Away,20,670
4/2/24,18,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5.833333333333333,111
4/2/24,18,Treasure Hunters,Ancient Egypt,10.833333333333334,222
4/2/24,19,Accelerator,Sci-Fi City,0,37
4/2/24,19,Battlestar Galactica: CYLON,Sci-Fi City,5,76
4/2/24,19,Battlestar Galactica: HUMAN,Sci-Fi City,5,37
4/2/24,19,Canopy Flyer,The Lost World,5,10
4/2/24,19,Dino-Soarin,The Lost World,5,17
4/2/24,19,Enchanted Airways,Far Far Away,10,70
4/2/24,19,Jurassic Park Rapids Adventure,The Lost World,5,68
4/2/24,19,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,113
4/2/24,19,Magic Potion Spin,Far Far Away,5,45
4/2/24,19,Puss In Boots’ Giant Journey,Far Far Away,5,46
4/2/24,19,Revenge of the Mummy,Ancient Egypt,5,96
4/2/24,19,Sesame Street Spaghetti Space Chase,New York,5,44
4/2/24,19,Shrek 4-D Adventure,Far Far Away,20,669
4/2/24,19,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,5,49
4/2/24,19,Treasure Hunters,Ancient Egypt,5,44
5/2/24,10,Accelerator,Sci-Fi City,0,52
5/2/24,10,Battlestar Galactica: CYLON,Sci-Fi City,0,70
5/2/24,10,Battlestar Galactica: HUMAN,Sci-Fi City,0,144
5/2/24,10,Canopy Flyer,The Lost World,0,66
5/2/24,10,Dino-Soarin,The Lost World,0,82
5/2/24,10,Enchanted Airways,Far Far Away,0,93
5/2/24,10,Jurassic Park Rapids Adventure,The Lost World,0,51
5/2/24,10,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,0,53
5/2/24,10,Magic Potion Spin,Far Far Away,0,12
5/2/24,10,Puss In Boots’ Giant Journey,Far Far Away,0,96
5/2/24,10,Revenge of the Mummy,Ancient Egypt,0,42
5/2/24,10,Sesame Street Spaghetti Space Chase,New York,0,49
5/2/24,10,Shrek 4-D Adventure,Far Far Away,0,34
5/2/24,10,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,0,43
5/2/24,10,Treasure Hunters,Ancient Egypt,0,60
5/2/24,11,Accelerator,Sci-Fi City,26.363636363636363,176
5/2/24,11,Battlestar Galactica: CYLON,Sci-Fi City,26.363636363636363,733
5/2/24,11,Battlestar Galactica: HUMAN,Sci-Fi City,35.45454545454545,1077
5/2/24,11,Canopy Flyer,The Lost World,30.90909090909091,948
5/2/24,11,Dino-Soarin,The Lost World,12.272727272727273,494
5/2/24,11,Enchanted Airways,Far Far Away,9.545454545454545,139
5/2/24,11,Jurassic Park Rapids Adventure,The Lost World,33.63636363636363,517
5/2/24,11,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,476
5/2/24,11,Magic Potion Spin,Far Far Away,4.090909090909091,46
5/2/24,11,Puss In Boots’ Giant Journey,Far Far Away,7.7272727272727275,49
5/2/24,11,Revenge of the Mummy,Ancient Egypt,17.727272727272727,373
5/2/24,11,Sesame Street Spaghetti Space Chase,New York,51.81818181818182,413
5/2/24,11,Shrek 4-D Adventure,Far Far Away,16.363636363636363,262
5/2/24,11,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,90.90909091,2698
5/2/24,11,Treasure Hunters,Ancient Egypt,37.27272727272727,717
5/2/24,12,Accelerator,Sci-Fi City,5,53
5/2/24,12,Battlestar Galactica: CYLON,Sci-Fi City,50,927
5/2/24,12,Battlestar Galactica: HUMAN,Sci-Fi City,45.833333333333336,1119
5/2/24,12,Canopy Flyer,The Lost World,35.416666666666664,380
5/2/24,12,Dino-Soarin,The Lost World,20,496
5/2/24,12,Enchanted Airways,Far Far Away,15,315
5/2/24,12,Jurassic Park Rapids Adventure,The Lost World,55,1326
5/2/24,12,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,146
5/2/24,12,Magic Potion Spin,Far Far Away,14.166666666666666,131
5/2/24,12,Puss In Boots’ Giant Journey,Far Far Away,34.166666666666664,881
5/2/24,12,Revenge of the Mummy,Ancient Egypt,33.75,1506
5/2/24,12,Sesame Street Spaghetti Space Chase,New York,33.333333333333336,849
5/2/24,12,Shrek 4-D Adventure,Far Far Away,20,685
5/2/24,12,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,86.66666666666667,4141
5/2/24,12,Treasure Hunters,Ancient Egypt,42.916666666666664,858
5/2/24,13,Accelerator,Sci-Fi City,5,42
5/2/24,13,Battlestar Galactica: CYLON,Sci-Fi City,46.666666666666664,1735
5/2/24,13,Battlestar Galactica: HUMAN,Sci-Fi City,40,882
5/2/24,13,Canopy Flyer,The Lost World,45,574
5/2/24,13,Dino-Soarin,The Lost World,40.833333333333336,1159
5/2/24,13,Enchanted Airways,Far Far Away,15,588
5/2/24,13,Jurassic Park Rapids Adventure,The Lost World,48.333333333333336,1257
5/2/24,13,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,146
5/2/24,13,Magic Potion Spin,Far Far Away,14.166666666666666,165
5/2/24,13,Puss In Boots’ Giant Journey,Far Far Away,32.5,814
5/2/24,13,Revenge of the Mummy,Ancient Egypt,45,1441
5/2/24,13,Sesame Street Spaghetti Space Chase,New York,30,271
5/2/24,13,Shrek 4-D Adventure,Far Far Away,20,513
5/2/24,13,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,80,4197
5/2/24,13,Treasure Hunters,Ancient Egypt,51.666666666666664,394
5/2/24,14,Accelerator,Sci-Fi City,18.333333333333332,151
5/2/24,14,Battlestar Galactica: CYLON,Sci-Fi City,38.333333333333336,2208
5/2/24,14,Battlestar Galactica: HUMAN,Sci-Fi City,40,1191
5/2/24,14,Canopy Flyer,The Lost World,50,536
5/2/24,14,Dino-Soarin,The Lost World,45,1460
5/2/24,14,Enchanted Airways,Far Far Away,25,172
5/2/24,14,Jurassic Park Rapids Adventure,The Lost World,89.16666666666667,1995
5/2/24,14,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,206
5/2/24,14,Magic Potion Spin,Far Far Away,18.333333333333332,136
5/2/24,14,Puss In Boots’ Giant Journey,Far Far Away,50,968
5/2/24,14,Revenge of the Mummy,Ancient Egypt,36.25,1630
5/2/24,14,Sesame Street Spaghetti Space Chase,New York,23.333333333333332,324
5/2/24,14,Shrek 4-D Adventure,Far Far Away,20,741
5/2/24,14,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,47.27272727272727,1135
5/2/24,14,Treasure Hunters,Ancient Egypt,55.833333333333336,821
5/2/24,15,Accelerator,Sci-Fi City,9.166666666666666,28
5/2/24,15,Battlestar Galactica: CYLON,Sci-Fi City,50,816
5/2/24,15,Battlestar Galactica: HUMAN,Sci-Fi City,25,220
5/2/24,15,Canopy Flyer,The Lost World,45.833333333333336,401
5/2/24,15,Dino-Soarin,The Lost World,45,1027
5/2/24,15,Enchanted Airways,Far Far Away,27.5,376
5/2/24,15,Jurassic Park Rapids Adventure,The Lost World,95,2967
5/2/24,15,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,202
5/2/24,15,Magic Potion Spin,Far Far Away,35,618
5/2/24,15,Puss In Boots’ Giant Journey,Far Far Away,56.666666666666664,703
5/2/24,15,Revenge of the Mummy,Ancient Egypt,37.5,1110
5/2/24,15,Sesame Street Spaghetti Space Chase,New York,27.5,282
5/2/24,15,Shrek 4-D Adventure,Far Far Away,20,319
5/2/24,15,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,25,369
5/2/24,15,Treasure Hunters,Ancient Egypt,50.833333333333336,876
5/2/24,16,Accelerator,Sci-Fi City,10,54
5/2/24,16,Battlestar Galactica: CYLON,Sci-Fi City,31.11111111111111,1701
5/2/24,16,Battlestar Galactica: HUMAN,Sci-Fi City,20,231
5/2/24,16,Canopy Flyer,The Lost World,33.888888888888886,802
5/2/24,16,Dino-Soarin,The Lost World,45,582
5/2/24,16,Enchanted Airways,Far Far Away,30,741
5/2/24,16,Jurassic Park Rapids Adventure,The Lost World,46.666666666666664,634
5/2/24,16,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,102
5/2/24,16,Magic Potion Spin,Far Far Away,25,81
5/2/24,16,Puss In Boots’ Giant Journey,Far Far Away,48.888888888888886,1167
5/2/24,16,Revenge of the Mummy,Ancient Egypt,22.77777777777778,742
5/2/24,16,Sesame Street Spaghetti Space Chase,New York,23.333333333333332,309
5/2/24,16,Shrek 4-D Adventure,Far Far Away,20,595
5/2/24,16,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,22.22222222222222,150
5/2/24,16,Treasure Hunters,Ancient Egypt,41.111111111111114,746
5/2/24,17,Accelerator,Sci-Fi City,7.5,24
5/2/24,17,Battlestar Galactica: CYLON,Sci-Fi City,25.833333333333332,376
5/2/24,17,Battlestar Galactica: HUMAN,Sci-Fi City,14.166666666666666,298
5/2/24,17,Canopy Flyer,The Lost World,40.416666666666664,590
5/2/24,17,Dino-Soarin,The Lost World,20,469
5/2/24,17,Enchanted Airways,Far Far Away,23.333333333333332,231
5/2/24,17,Jurassic Park Rapids Adventure,The Lost World,40,691
5/2/24,17,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,347
5/2/24,17,Magic Potion Spin,Far Far Away,20,280
5/2/24,17,Puss In Boots’ Giant Journey,Far Far Away,45,957
5/2/24,17,Revenge of the Mummy,Ancient Egypt,5,147
5/2/24,17,Sesame Street Spaghetti Space Chase,New York,10.416666666666666,95
5/2/24,17,Shrek 4-D Adventure,Far Far Away,20,261
5/2/24,17,TRANSFORMERS The Ride: The Ultimate 3D Battle,Sci-Fi City,23.333333333333332,337
5/2/24,17,Treasure Hunters,Ancient Egypt,29.09090909090909,255
5/2/24,18,Accelerator,Sci-Fi City,5,46
5/2/24,18,Battlestar Galactica: CYLON,Sci-Fi City,30,243
5/2/24,18,Battlestar Galactica: HUMAN,Sci-Fi City,6.666666666666667,43
5/2/24,18,Canopy Flyer,The Lost World,37.083333333333336,781
5/2/24,18,Dino-Soarin,The Lost World,17.5,375
5/2/24,18,Enchanted Airways,Far Far Away,25,163
5/2/24,18,Jurassic Park Rapids Adventure,The Lost World,31.25,999
5/2/24,18,"Lights, Camera, Action! Hosted by Steven Spielberg",New York,20,442
5/2/24,18,Magic Potion Spin,Far Far Away,20,304
5/2/24,18,Puss In Boots’ Giant Journey,Far Far Away,38.333333333333336,1422
5/2/24,18,Revenge of the Mummy,Ancient Egypt,5,19
5/2/24,18,Sesame Street Spaghetti Space Chase,New York,7.5,69
